Date,Ticker,Open Price,Close Price,High Price,Low Price,Volume Traded,Market Cap,PE Ratio,Dividend Yield,EPS,52 Week High,52 Week Low,Sector
16-06-2025,ADBE,614.04,601.27,622.41,592.91,28170422,2.61E+11,44.45,0,13.53,793.04,397.92,Technology
16-06-2025,ADP,250.11,247.22,253.04,245.25,3869881,1.02E+11,28.77,2.18,8.59,318.24,190.62,Financials
16-06-2025,AMD,168.99,167.27,171.51,165.97,8146464,2.53E+11,43.47,0,3.85,210.65,147,Technology
16-06-2025,AMGN,308.07,304.21,311.35,301.7,9997376,1.55E+11,14.22,3.11,21.39,347.81,206.82,Healthcare
16-06-2025,AMT,203.88,201.52,205.2,199.47,3183823,93387317073,30.72,2.44,6.56,256.03,180.02,Real Estate
16-06-2025,AMZN,172.84,169.9,173.69,169.17,50812861,1.75E+12,34.55,0,4.92,187.99,154.28,Consumer Discretionary
16-06-2025,AVGO,1667.91,1692.67,1704.91,1654.75,10409234,7.77E+11,36.5,1.72,46.37,2284.76,1546.34,Technology
16-06-2025,BAC,41.65,41.04,41.95,40.58,24501567,3.05E+11,13.46,2.13,3.05,53.04,34.34,Financials
16-06-2025,BKNG,3744.92,3769.21,3777.96,3716.73,12433502,1.36E+11,21.15,0,178.21,4607.4,2891.7,Consumer Discretionary
16-06-2025,BLK,888.55,903.53,914.85,878.88,7743131,1.39E+11,23.59,2.45,38.3,1026.13,647.67,Financials
16-06-2025,BMY,54.77,53.88,55.22,53.15,7894137,1.03E+11,11.57,4.89,4.66,67.84,43.44,Healthcare
16-06-2025,BRK.B,424.7,424.08,430.89,419.9,34707969,8.77E+11,16.11,0,26.32,502.02,277.72,Financials
16-06-2025,C,63.06,64.41,64.74,62.25,5807947,1.24E+11,11.2,3.76,5.75,84.92,45.69,Financials
16-06-2025,CAT,387.1,384.08,391.39,381.71,13493846,2.00E+11,13.63,1.9,28.18,477.56,256.58,Industrials
16-06-2025,CB,250.06,245.66,252.27,244.14,2027653,95255918367,12.21,1.81,20.12,323.82,223.1,Financials
16-06-2025,COST,883.11,900.14,904.74,881.01,18839366,3.91E+11,47.61,0.51,18.91,991.96,592.32,Consumer Staples
16-06-2025,CRM,272.59,281.21,282.72,268.75,9473371,2.66E+11,35.25,0,7.98,327.07,198.44,Technology
16-06-2025,CVX,166.6,160.11,167.3,159.59,30070581,2.86E+11,16.92,3.14,9.46,185.48,123.34,Energy
16-06-2025,DIS,116.24,117.84,118.31,115.73,4686403,2.03E+11,37.47,0,3.14,154.45,106.79,Communication Services
16-06-2025,DUK,111.44,110.46,111.75,109.58,6349739,82342909091,16.26,3.66,6.79,134.46,98.25,Utilities
16-06-2025,ELV,568.28,562.22,572.98,560.19,10251998,1.27E+11,15.8,1.09,35.58,688.2,463.03,Healthcare
16-06-2025,GE,169.44,167.66,171.6,166.56,12385502,1.77E+11,30.77,0.43,5.45,204.88,118.46,Industrials
16-06-2025,GILD,84.25,83.8,84.67,82.6,8761922,99512500000,15.8,3.84,5.3,110.88,63.11,Healthcare
16-06-2025,GOOGL,177.22,174.42,179.77,173.54,69256612,2.08E+12,24.25,0,7.19,208.06,118.17,Communication Services
16-06-2025,GS,467.53,476.18,481.46,465.28,4737933,1.60E+11,15.69,2.01,30.35,606.28,382.99,Financials
16-06-2025,HD,368.31,367.51,369.66,362.09,28162830,3.83E+11,28.72,2.27,12.8,411.28,251.85,Consumer Discretionary
16-06-2025,HON,222.04,220.47,225.1,217.38,11129995,1.49E+11,24.68,2.13,8.93,259.02,194.65,Industrials
16-06-2025,IBM,201.41,207.51,208.81,198.95,7343077,1.86E+11,24.31,3.25,8.54,237.72,149.02,Technology
16-06-2025,INTC,32.15,32.71,32.78,32,6925576,1.26E+11,15.51,1.52,2.11,39.54,29.94,Technology
16-06-2025,INTU,630.6,627.69,632.4,621.91,4246533,1.69E+11,56.22,0.64,11.16,822.49,567.1,Technology
16-06-2025,ISRG,453.25,461.49,463.7,448.63,11588761,1.56E+11,52.6,0,8.77,536.18,338.77,Healthcare
16-06-2025,JNJ,163.66,160.11,165.23,159.24,30210701,4.04E+11,14.75,2.79,10.85,176.92,125.84,Healthcare
16-06-2025,JPM,210.12,205.26,211.22,204.55,28305182,5.74E+11,13.97,2.58,14.69,254.24,179.66,Financials
16-06-2025,KO,66.92,66.29,67.28,65.77,25676365,2.89E+11,23.24,2.97,2.85,73.72,47.51,Consumer Staples
16-06-2025,LLY,967.18,976.46,991.01,957.75,19483927,8.74E+11,47.78,1.1,20.44,1259.59,850.08,Healthcare
16-06-2025,LMT,484.61,496.31,497.4,478.98,14881495,1.19E+11,18.51,2.35,26.81,614.75,408,Industrials
16-06-2025,LOW,237.25,241.76,245.07,235.66,9339847,1.53E+11,19.61,1.64,12.33,278.76,198.85,Consumer Discretionary
16-06-2025,MA,468.1,474.58,475.92,465.25,19437487,4.45E+11,36.69,0.52,12.93,566.28,329.24,Financials
16-06-2025,MDLZ,75.73,74.6,76.48,73.6,7663387,95770270270,22.41,2.34,3.33,95.29,53.24,Consumer Staples
16-06-2025,MDT,94.38,93.15,95.3,92.33,9293602,1.19E+11,18.38,3.49,5.07,113.1,61.93,Healthcare
16-06-2025,META,489.61,493.94,499.38,484.1,47900085,1.37E+12,21.99,0.4,22.46,553.12,365.63,Communication Services
16-06-2025,MMC,218.95,214.46,220.03,212.91,8849572,1.05E+11,25.78,1.71,8.32,283.81,192.03,Financials
16-06-2025,MRK,126.31,123.16,126.88,122.05,29348550,3.03E+11,18.14,2.67,6.79,161.89,110.69,Healthcare
16-06-2025,MS,95.14,93.48,96.08,92.68,6179853,1.54E+11,13.19,3.51,7.09,104.29,69.54,Financials
16-06-2025,MSFT,441.16,443.48,446.56,436.98,85589447,3.16E+12,31.61,0.7,14.03,487.22,365.12,Technology
16-06-2025,NEE,76.91,76.89,77.96,76.2,4285945,1.59E+11,25.28,2.82,3.04,102.79,58.37,Utilities
16-06-2025,NFLX,679.57,695.32,700.69,669.52,10206835,2.88E+11,36.94,0,18.82,783.62,498.47,Communication Services
16-06-2025,NKE,90.36,90.05,91.6,89.68,6557091,1.35E+11,25.01,1.07,3.6,101.96,59.71,Consumer Discretionary
16-06-2025,NOW,879.77,886.24,895.82,870.96,7687728,1.82E+11,84.7,0,10.46,1064.8,655.64,Technology
16-06-2025,NVDA,495.4,501,507.65,489.58,27886762,2.81E+12,39.04,0,12.83,577.37,360.61,Technology
16-06-2025,ORCL,149.43,149.78,150.55,147.88,22040300,4.26E+11,21.57,1.11,6.94,181.61,122.03,Technology
16-06-2025,PEP,171.02,166.79,172.39,166.03,27961812,2.18E+11,25.06,2.85,6.66,185.17,112.39,Consumer Staples
16-06-2025,PFE,29.59,29.44,29.76,29.01,2889845,1.57E+11,10.61,5.43,2.77,38.62,24.27,Healthcare
16-06-2025,PG,179.31,183.64,184.04,178.09,24957160,4.15E+11,21.96,2.31,8.36,238.07,161.14,Consumer Staples
16-06-2025,PLD,130.99,129.98,132.74,128.19,11510984,1.25E+11,37.9,2.9,3.43,165.33,111.18,Real Estate
16-06-2025,PM,107.52,107.64,108.66,107.13,13295855,1.61E+11,20.7,4.39,5.2,120.99,96.77,Consumer Staples
16-06-2025,PYPL,72.96,74.3,75,72.75,3376096,79607142857,16.16,0,4.6,93.18,64.98,Financials
16-06-2025,QCOM,216.47,214.29,218.32,213.75,13649353,2.24E+11,20.32,1.73,10.55,265.35,188.25,Technology
16-06-2025,REGN,1120.67,1094.52,1136.61,1091.14,11419349,1.14E+11,19.38,0,56.48,1282.02,832.94,Healthcare
16-06-2025,RTX,122.19,122.07,123.16,121.79,5430725,1.61E+11,18.46,2.5,6.61,143.69,105.2,Industrials
16-06-2025,SCHW,79.65,81.25,81.46,78.6,4976026,1.37E+11,20.44,1.27,3.98,93.64,63.38,Financials
16-06-2025,SO,87.56,87.28,88.77,86.04,4245094,90360470588,17.11,3.46,5.1,109.12,70.77,Utilities
16-06-2025,SPGI,458.39,457.95,464.79,452.17,12999255,1.44E+11,37.36,0.74,12.26,511.87,391.58,Financials
16-06-2025,SYK,360.32,359.17,364.06,356.73,6825930,1.31E+11,29.82,0.97,12.04,431.3,244.09,Healthcare
16-06-2025,T,20.8,20.92,21.08,20.64,10669049,1.34E+11,7.23,6.86,2.89,26.94,17.47,Communication Services
16-06-2025,TJX,122.88,120.11,124.59,119.79,3296399,1.35E+11,22.17,1.16,5.42,149.57,97.75,Consumer Discretionary
16-06-2025,TMO,579.31,572.48,586.12,569.77,18100273,2.17E+11,27.36,0.28,20.92,690.22,518.52,Healthcare
16-06-2025,TSLA,254.5,260.12,263.28,252.36,10574507,8.50E+11,54.79,0,4.75,281.88,177.66,Consumer Discretionary
16-06-2025,TXN,207.07,205.05,208.7,202.74,8035928,1.85E+11,24.74,2.17,8.29,268.54,143.29,Technology
16-06-2025,UBER,75.98,74.81,77.07,73.95,14105919,1.45E+11,28.82,0,2.6,92.13,64.2,Technology
16-06-2025,UNH,600.48,613.1,618.03,592.51,30498459,5.62E+11,26.34,1.15,23.28,672.5,533.97,Healthcare
16-06-2025,UNP,260.64,263.56,266.22,259.63,9847465,1.60E+11,20.97,1.94,12.57,299.4,214.42,Industrials
16-06-2025,UPS,164.63,162.55,165.38,160.24,8821951,1.31E+11,17.14,2.9,9.48,186.14,140.47,Industrials
16-06-2025,V,282.03,279.7,282.86,278.8,17953219,5.59E+11,30.63,0.73,9.13,306.02,183.07,Financials
16-06-2025,VRTX,467.21,476.64,478.22,464.62,12557992,1.24E+11,25.91,0,18.4,515.27,434.82,Healthcare
16-06-2025,VZ,44.29,44.05,44.61,43.59,3892090,1.71E+11,10.05,5.82,4.38,57.79,29.35,Communication Services
16-06-2025,WMT,69.79,69.29,70.6,68.6,15353684,5.43E+11,25.36,1.11,2.73,81.68,45.31,Consumer Staples
16-06-2025,XOM,127.28,128.53,129.99,126.19,30271429,5.04E+11,13.78,3.05,9.33,147.02,107.04,Energy
16-06-2025,ZTS,148.51,147.68,149.54,146.45,12409407,66948266667,29.37,0.76,5.03,197.28,128.19,Healthcare
17-06-2025,AAPL,210.81,216.04,218.69,208.38,72291823,3.37E+12,30.61,0.53,7.06,244.7,171,Technology
17-06-2025,ABBV,176.14,179.01,179.62,174.9,25655867,3.04E+11,13.75,3.36,13.02,210.97,156.57,Healthcare
17-06-2025,ABT,122.65,122.56,123.93,122,25883022,2.04E+11,19.2,1.76,6.38,147.8,92.82,Healthcare
17-06-2025,ADBE,587.63,593.77,601.96,579.74,30974956,2.57E+11,46.25,0,12.84,757.84,426.63,Technology
17-06-2025,ADP,252.48,250.85,256.14,249.87,5846932,1.03E+11,28.61,2.09,8.77,287.7,178.97,Financials
17-06-2025,AMD,159.52,162.79,163.39,157.95,21431641,2.47E+11,36.13,0,4.51,176.44,144.08,Technology
17-06-2025,AMGN,300.64,307.55,308.37,296.95,9561563,1.56E+11,15.64,2.73,19.66,398.5,234.02,Healthcare
17-06-2025,AMT,212.7,217.16,217.72,212.11,4404283,1.01E+11,29.55,2.18,7.35,272,183.63,Real Estate
17-06-2025,AMZN,169.63,171.09,172.14,169.11,52259984,1.76E+12,32.7,0,5.23,185.38,133.16,Consumer Discretionary
17-06-2025,AVGO,1716.87,1682.28,1732.5,1666.29,9382105,7.72E+11,29.9,1.93,56.26,1852.88,1223.93,Technology
17-06-2025,BAC,40.38,41.24,41.48,40.03,21111916,3.07E+11,16.91,2.01,2.44,44.66,34.28,Financials
17-06-2025,BKNG,3762.59,3826.47,3837.83,3712.57,13429086,1.38E+11,23.15,0,165.29,5037.83,2499.09,Consumer Discretionary
17-06-2025,BLK,892.57,885.05,900.95,875.25,8304368,1.37E+11,23.14,2.4,38.25,1119.68,592.06,Financials
17-06-2025,BMY,57.72,58.39,58.67,57.31,9803855,1.11E+11,10.34,4.49,5.65,74.09,39.5,Healthcare
17-06-2025,BRK.B,444.91,434.32,449.56,432.53,29701004,8.99E+11,16.74,0,25.95,491.93,346.8,Financials
17-06-2025,C,64.47,63.39,65.4,62.89,14367568,1.22E+11,12.23,4.13,5.18,82.84,56.2,Financials
17-06-2025,CAT,363.82,369.1,370.13,360.81,14462491,1.92E+11,17.19,2.23,21.47,495.1,330.61,Industrials
17-06-2025,CB,250.6,253.42,254.65,247.05,8870744,98264897959,15.09,1.98,16.79,305.92,187.34,Financials
17-06-2025,COST,893.7,913.96,921.37,887.03,28288130,3.97E+11,38.77,0.47,23.57,1155.94,612.38,Consumer Staples
17-06-2025,CRM,272.06,279.45,280.1,269.22,9117156,2.64E+11,38.01,0,7.35,354.49,196.71,Technology
17-06-2025,CVX,156.04,160.76,161.48,153.73,15410237,2.87E+11,15.01,2.7,10.71,204.19,131.95,Energy
17-06-2025,DIS,112.36,113.26,113.55,111.53,10272436,1.95E+11,32.4,0,3.5,135.34,87.05,Communication Services
17-06-2025,DUK,110.82,112.21,113,110.53,11188679,83647454545,18.39,3.76,6.1,136.99,95.58,Utilities
17-06-2025,ELV,553.61,545.99,555.92,539.74,2961181,1.23E+11,14.19,1.1,38.48,729.99,481.78,Healthcare
17-06-2025,GE,174.04,177.05,178.87,171.75,13025721,1.87E+11,30.5,0.41,5.8,238.67,128.24,Industrials
17-06-2025,GILD,81.54,81.14,82.26,80.95,13874030,96353750000,16.72,4.07,4.85,99.08,66.78,Healthcare
17-06-2025,GOOGL,173.26,170.54,173.79,168.45,68689390,2.03E+12,28.88,0,5.91,186.22,139.89,Communication Services
17-06-2025,GS,466.96,462.83,471.69,456.37,6069991,1.56E+11,13.91,1.96,33.27,589.72,340.75,Financials
17-06-2025,HD,357.61,352.37,358.51,351.06,16598756,3.67E+11,29.79,2.12,11.83,454.53,278.42,Consumer Discretionary
17-06-2025,HON,216.85,218.54,219.26,213.92,10867545,1.47E+11,28.71,1.93,7.61,286.17,199.72,Industrials
17-06-2025,IBM,185.84,188.76,189.51,184.07,2790584,1.69E+11,20.66,3.49,9.14,212.96,126.13,Technology
17-06-2025,INTC,33.86,32.77,34.37,32.36,9206466,1.26E+11,18.28,1.37,1.79,44.17,28.61,Technology
17-06-2025,INTU,652.95,657.08,661.77,647.37,5744116,1.77E+11,63.15,0.65,10.41,797.28,460.76,Technology
17-06-2025,ISRG,446.97,448.44,454.4,442.07,10718130,1.51E+11,48.97,0,9.16,523.69,379.9,Healthcare
17-06-2025,JNJ,173.73,173.2,175.03,171.24,29308704,4.37E+11,14.88,2.94,11.64,221.17,152.26,Healthcare
17-06-2025,JPM,204.02,200.48,206.28,199.47,31693164,5.60E+11,12.81,2.52,15.65,226.18,167.37,Financials
17-06-2025,KO,67.94,66.28,68.54,66.06,34861277,2.89E+11,22.73,3.15,2.92,82.9,49.31,Consumer Staples
17-06-2025,LLY,929.22,934.9,945.03,917.49,10358544,8.36E+11,50.32,1.23,18.58,1205.5,792.67,Healthcare
17-06-2025,LMT,488.49,487.89,493.37,484.92,9920049,1.17E+11,18.68,2.81,26.12,573.02,348.27,Industrials
17-06-2025,LOW,238.01,234.69,239.52,233.18,2137621,1.48E+11,25.17,1.76,9.32,276.04,193.49,Consumer Discretionary
17-06-2025,MA,473.46,474.48,480.42,472.09,11223562,4.45E+11,35.56,0.55,13.34,608.19,397.38,Financials
17-06-2025,MDLZ,72.35,74.15,74.82,71.69,12198044,95192567568,19.77,2.3,3.75,83.41,51.74,Consumer Staples
17-06-2025,MDT,86.5,85.85,86.9,85.4,14497876,1.10E+11,17.51,3.4,4.9,113.37,73.56,Healthcare
17-06-2025,META,490.58,491.69,498.08,485.91,89271270,1.36E+12,22.05,0.37,22.3,552.56,389.21,Communication Services
17-06-2025,MMC,215.65,219.64,222.83,213.58,13095825,1.07E+11,23.18,1.67,9.48,242.5,143.55,Financials
17-06-2025,MRK,131.09,128.63,131.35,127.62,13325904,3.17E+11,15.47,2.51,8.31,152.18,95.19,Healthcare
17-06-2025,MS,98.13,99.34,99.67,97.92,14266081,1.64E+11,12.77,3.13,7.78,107.88,81.93,Financials
17-06-2025,MSFT,420.45,423.38,428.36,419,67575753,3.02E+12,34.38,0.69,12.31,544.82,354.43,Technology
17-06-2025,NEE,84.01,85.14,86.26,83.41,4220040,1.76E+11,23.76,2.61,3.58,100.93,74.21,Utilities
17-06-2025,NFLX,693.19,698.17,706.58,688.98,29218154,2.90E+11,37.77,0,18.48,917.84,549.92,Communication Services
17-06-2025,NKE,92.39,92.83,93.36,91.83,8020315,1.39E+11,27.76,1.07,3.34,107.64,77.55,Consumer Discretionary
17-06-2025,NOW,869.14,844.53,871.55,836.28,8780547,1.74E+11,75.28,0,11.22,943.87,615.27,Technology
17-06-2025,NVDA,489.97,498.59,501.13,487.71,46670991,2.79E+12,39.93,0,12.49,655.16,331.27,Technology
17-06-2025,ORCL,140.1,135.47,141.38,134.62,14114426,3.86E+11,23.43,1,5.78,148.08,91.23,Technology
17-06-2025,PEP,184.42,188.55,190.84,183.57,17719065,2.46E+11,24.81,2.78,7.6,211.94,130.27,Consumer Staples
17-06-2025,PFE,30.74,30.72,30.98,30.38,11726851,1.64E+11,13.57,5.29,2.26,36.2,20.49,Healthcare
17-06-2025,PG,165.26,165.3,167.22,163.75,30192187,3.74E+11,27.66,2.21,5.98,206.43,108.66,Consumer Staples
17-06-2025,PLD,125.64,128.13,130.02,124.07,10368196,1.23E+11,35.17,2.93,3.64,168.07,114.67,Real Estate
17-06-2025,PM,105.7,106.59,107.1,104.27,8544098,1.60E+11,19.36,4.83,5.51,119.48,78.09,Consumer Staples
17-06-2025,PYPL,67.36,67.04,67.89,66.9,2904566,71828571429,18.68,0,3.59,83.33,44.4,Financials
17-06-2025,QCOM,218.17,219.32,219.9,216.34,16706763,2.30E+11,17.35,1.72,12.64,247.16,172.08,Technology
17-06-2025,REGN,1141.87,1168.43,1176.53,1139.18,10946023,1.22E+11,16.73,0,69.84,1277.37,982.39,Healthcare
17-06-2025,RTX,121.19,123.54,125.2,119.6,9187762,1.63E+11,19.53,2.4,6.33,137.86,109.28,Industrials
17-06-2025,SCHW,84.28,84.43,85.48,83.26,4924355,1.42E+11,16.17,1.27,5.22,99.61,70.15,Financials
17-06-2025,SO,87.28,87.64,88.54,86.39,7538949,90733176471,15.74,3.83,5.57,96.37,72.54,Utilities
17-06-2025,SPGI,451.22,443.55,454.78,442.29,14696936,1.40E+11,38.62,0.84,11.48,519.31,402.16,Financials
17-06-2025,SYK,377.89,376.54,381.02,372.3,13024561,1.37E+11,31.2,0.9,12.07,425.52,333.92,Healthcare
17-06-2025,T,19.93,19.49,20.21,19.26,14462296,1.25E+11,8.35,6.43,2.33,22.4,16.37,Communication Services
17-06-2025,TJX,121.18,123.92,124.39,120.7,9188892,1.39E+11,25.78,1.28,4.81,141.99,99,Consumer Discretionary
17-06-2025,TMO,589.44,578.18,592.83,575.87,29229594,2.19E+11,24.1,0.27,23.99,671.09,446.93,Healthcare
17-06-2025,TSLA,271.68,268.33,274.28,264.76,16136711,8.77E+11,58.09,0,4.62,309.25,240.05,Consumer Discretionary
17-06-2025,TXN,204.19,206.23,207.96,201.49,12786979,1.86E+11,21.98,2.49,9.38,262.32,148.3,Technology
17-06-2025,UBER,79.52,80.11,80.63,79.04,3002733,1.55E+11,26.76,0,2.99,105.12,71.97,Technology
17-06-2025,UNH,604.45,604.9,610.63,600.29,13314100,5.54E+11,25.07,1.27,24.13,657.16,405.95,Healthcare
17-06-2025,UNP,256.54,252.75,258.88,249.89,2312237,1.54E+11,23.72,2.29,10.66,335.02,176.37,Industrials
17-06-2025,UPS,154.31,157.27,159.36,152.42,7389645,1.27E+11,16.64,3.34,9.45,189.59,107.33,Industrials
17-06-2025,V,279.45,277.88,282.91,274.21,26572931,5.56E+11,28.09,0.65,9.89,331.08,223.38,Financials
17-06-2025,VRTX,492.43,502.21,508.02,486.76,12837146,1.31E+11,28.21,0,17.8,575.63,403.8,Healthcare
17-06-2025,VZ,42.52,42.45,42.95,42.23,9974871,1.65E+11,8.31,6.04,5.11,47.01,37.51,Communication Services
17-06-2025,WMT,71.94,70.89,72.24,70.73,13662341,5.55E+11,29.73,1.17,2.38,76.93,58.11,Consumer Staples
17-06-2025,XOM,116.87,117.38,119.05,115.22,12441632,4.60E+11,15.89,3.45,7.39,130.3,94.88,Energy
17-06-2025,ZTS,149.67,152.3,153.78,147.95,12120771,69042666667,25.9,0.67,5.88,179.9,118.95,Healthcare
18-06-2025,AAPL,194.59,188,196.59,187.27,47539394,2.93E+12,25.8,0.51,7.29,246.6,125.47,Technology
18-06-2025,ABBV,176.49,178.46,179.12,174.13,18086761,3.03E+11,18.29,3.59,9.76,232.32,154.27,Healthcare
18-06-2025,ABT,121.8,119.37,122.65,117.9,19529358,1.99E+11,20.6,1.73,5.79,141.92,82.23,Healthcare
18-06-2025,ADBE,617.96,632.12,635.34,609.03,18895570,2.74E+11,47.89,0,13.2,699.61,414.04,Technology
18-06-2025,ADP,259.96,260.13,260.75,258.33,7586886,1.07E+11,28.06,2.15,9.27,333.92,207.27,Financials
18-06-2025,AMD,166.26,162.47,167.25,161.52,9232275,2.46E+11,46.45,0,3.5,193.23,119.19,Technology
18-06-2025,AMGN,306.82,309.99,314.37,306.09,2180876,1.58E+11,13.51,3.16,22.95,351.31,206.82,Healthcare
18-06-2025,AMT,210.46,212.01,213.9,208.24,6735933,98248536585,29.16,2.19,7.27,275.87,155.45,Real Estate
18-06-2025,AMZN,165.24,162.68,167.23,161.66,70346419,1.67E+12,33.47,0,4.86,185.25,112.7,Consumer Discretionary
18-06-2025,AVGO,1668.51,1677.46,1695.49,1653.47,11915581,7.70E+11,30.33,1.66,55.31,1910.34,1132.29,Technology
18-06-2025,BAC,45.44,44.67,46.09,44.16,16574321,3.32E+11,16.06,2.08,2.78,60.08,36.56,Financials
18-06-2025,BKNG,3746.72,3713.44,3792.41,3679.92,5405088,1.34E+11,22.99,0,161.52,4787.59,3012.1,Consumer Discretionary
18-06-2025,BLK,880.72,899.33,902.96,873.23,5345997,1.39E+11,20.6,2.28,43.66,987.53,729.89,Financials
18-06-2025,BMY,57.55,57.74,58.45,56.86,12136636,1.10E+11,10.13,4.47,5.7,73.65,43.85,Healthcare
18-06-2025,BRK.B,430.6,441.35,444.26,429.73,26458092,9.13E+11,15.91,0,27.74,570.22,350.41,Financials
18-06-2025,C,64.42,64.5,64.64,63.57,2620587,1.24E+11,12.22,3.53,5.28,77.27,52.61,Financials
18-06-2025,CAT,380.74,373.17,385.67,368.57,5989414,1.94E+11,17.79,1.89,20.98,497.05,321.43,Industrials
18-06-2025,CB,236.66,241.76,243.22,233.72,13454721,93743673469,14,1.8,17.27,313.35,162.98,Financials
18-06-2025,COST,894.14,886.38,898.23,881.25,17835796,3.85E+11,39.05,0.49,22.7,1170.24,609.05,Consumer Staples
18-06-2025,CRM,271.96,263.48,275.31,262.58,12633949,2.49E+11,35,0,7.53,342.64,201.38,Technology
18-06-2025,CVX,162.08,166.43,168.54,159.99,20716895,2.97E+11,14.88,3.16,11.18,214.75,117.52,Energy
18-06-2025,DIS,114.09,112.35,114.93,111.04,2501085,1.94E+11,33.82,0,3.32,144.46,93.18,Communication Services
18-06-2025,DUK,110.4,110.52,110.84,109.72,9608161,82387636364,21.78,3.73,5.07,142.39,92.42,Utilities
18-06-2025,ELV,569.65,568.06,571.22,566.31,4115201,1.28E+11,15.47,1.14,36.72,723.42,507.85,Healthcare
18-06-2025,GE,177.56,176,179.69,174.64,2547898,1.86E+11,29.31,0.4,6,215.8,139.22,Industrials
18-06-2025,GILD,82.59,82.85,83.74,81.73,6551769,98384375000,16.83,3.62,4.92,102.53,57.37,Healthcare
18-06-2025,GOOGL,171.16,173.8,175.49,169.94,35429413,2.07E+12,25.9,0,6.71,188.24,138.33,Communication Services
18-06-2025,GS,458.02,454.48,461.08,452.08,5900455,1.53E+11,12.5,2.17,36.36,511.25,370.03,Financials
18-06-2025,HD,364.14,363.64,368.92,361.61,9945835,3.79E+11,22.39,2.09,16.24,449.62,256.01,Consumer Discretionary
18-06-2025,HON,212.49,214.29,216.57,211.32,12817578,1.45E+11,23.96,2.1,8.94,277.15,144.12,Industrials
18-06-2025,IBM,187.4,181.03,188.12,180.52,13872521,1.62E+11,21.38,3.6,8.47,201.75,138.31,Technology
18-06-2025,INTC,34.84,34.52,35.28,34.27,11107704,1.33E+11,15.38,1.42,2.24,44.44,27.28,Technology
18-06-2025,INTU,674.46,691.19,697.41,666.37,9612915,1.86E+11,53.98,0.61,12.8,918.77,495.99,Technology
18-06-2025,ISRG,472.11,482.98,485.2,467.78,10835635,1.63E+11,53.78,0,8.98,557.3,377.57,Healthcare
18-06-2025,JNJ,161.83,164.44,165.42,160.9,27508444,4.15E+11,14.5,2.58,11.34,217.45,108.75,Healthcare
18-06-2025,JPM,202.22,201.67,204.4,199.83,18249989,5.64E+11,11.18,2.46,18.04,250.15,161.61,Financials
18-06-2025,KO,68.47,66.96,69.24,66.59,27644333,2.92E+11,22.65,2.88,2.96,75.82,53.58,Consumer Staples
18-06-2025,LLY,956.31,950.99,966.53,941.13,32598414,8.51E+11,41.08,1.18,23.15,1200,759.16,Healthcare
18-06-2025,LMT,469.83,466.93,474.84,464.79,12370219,1.12E+11,17.32,2.61,26.96,624.47,413.1,Industrials
18-06-2025,LOW,250.3,247.38,252.43,244.71,8452452,1.57E+11,24.18,1.85,10.23,274.56,189.84,Consumer Discretionary
18-06-2025,MA,484.16,474.69,491.11,470.38,30160018,4.45E+11,35.07,0.46,13.54,580.6,333.14,Financials
18-06-2025,MDLZ,75.82,77.35,77.87,75.4,5518052,99300675676,22.72,2.05,3.4,87.94,62.37,Consumer Staples
18-06-2025,MDT,85.86,86.27,87.22,84.58,12376828,1.10E+11,15.73,2.95,5.48,99.78,73.26,Healthcare
18-06-2025,META,505.24,502.02,508.01,495.95,63463879,1.39E+12,24.82,0.43,20.23,609.84,372.48,Communication Services
18-06-2025,MMC,205.27,201.72,208.31,199.84,13145059,98514418605,22.8,1.93,8.85,259.76,145.56,Financials
18-06-2025,MRK,130.62,131.69,132.1,129.11,17308736,3.24E+11,14.07,2.49,9.36,161.95,109.23,Healthcare
18-06-2025,MS,99.69,97.84,100.63,96.98,5667826,1.61E+11,11.34,3.21,8.63,129.1,75.04,Financials
18-06-2025,MSFT,435.72,424.64,442.09,420.7,33360179,3.03E+12,35.59,0.63,11.93,571.4,310.5,Technology
18-06-2025,NEE,79.88,78.81,80.57,78.22,13204304,1.63E+11,18.79,3.01,4.19,88.71,67.07,Utilities
18-06-2025,NFLX,667.01,655.64,674.96,652.84,31829945,2.72E+11,37.51,0,17.48,753.86,499.92,Communication Services
18-06-2025,NKE,90.53,92.72,93.04,89.63,9966259,1.39E+11,30.1,1.03,3.08,105.06,69.41,Consumer Discretionary
18-06-2025,NOW,851.61,878.73,890.21,844.58,9793128,1.81E+11,78.52,0,11.19,1039.2,576.91,Technology
18-06-2025,NVDA,492.22,492.26,497.87,485.06,75375413,2.76E+12,48.52,0,10.15,541.77,442.7,Technology
18-06-2025,ORCL,153.75,149.46,154.7,147.74,20715807,4.26E+11,20.42,1.06,7.32,185.24,120.16,Technology
18-06-2025,PEP,170.69,168.84,172.55,167.78,24155926,2.20E+11,22.23,2.94,7.6,204.89,116.06,Consumer Staples
18-06-2025,PFE,29.88,29.69,30.22,29.5,12319026,1.58E+11,11.4,5.29,2.6,35.8,24.06,Healthcare
18-06-2025,PG,173,174.31,175.75,170.67,32932859,3.94E+11,23.68,2.35,7.36,189.58,135.23,Consumer Staples
18-06-2025,PLD,128.93,129.01,129.48,128.28,11825613,1.24E+11,38.49,3.07,3.35,164.73,89.42,Real Estate
18-06-2025,PM,112.34,112.93,113.28,110.78,2824469,1.69E+11,17.91,5.16,6.31,146.84,83.06,Consumer Staples
